transaction_id,date,product_id,customer_id,region_id,units_sold,list_price,discount_pct,final_price,cost,revenue,profit
42670,2024-06-30,29,172,R009,17,9.26,0.25,6.94,6.9,117.98,0.68
42671,2024-09-09,11,168,R015,1,7.57,0.1,6.81,4.11,6.81,2.7
42672,2024-05-16,27,158,R003,5,13.96,0.05,13.26,9.51,66.3,18.75
42673,2024-02-27,2,151,R011,17,9.72,0.13,8.46,5.5,143.82,50.32
42674,2024-11-13,4,135,R015,16,5.3,0.21,4.19,2.71,67.04,23.68
42675,2024-07-02,31,142,R009,1,12.98,0.07,12.07,10.34,12.07,1.73
42676,2024-01-14,47,68,R001,9,7.98,0.16,6.7,6.25,60.3,4.05
42677,2024-05-18,9,38,R014,14,18.15,0.27,13.25,12.03,185.5,17.08
42678,2024-07-20,21,163,R010,5,7.75,0.06,7.28,5.48,36.4,9.0
42679,2024-07-03,37,156,R016,7,7.55,0.11,6.72,4.08,47.04,18.48
42680,2024-07-29,23,131,R016,16,1.94,0.06,1.82,1.53,29.12,4.64
42681,2024-05-05,35,42,R014,12,2.26,0.18,1.85,1.21,22.2,7.68
42682,2024-03-08,30,114,R008,3,14.28,0.13,12.42,8.79,37.26,10.89
42683,2024-04-17,24,151,R011,6,13.61,0.13,11.84,9.85,71.04,11.94
42684,2024-08-19,42,123,R004,20,9.32,0.12,8.2,4.77,164.0,68.6
42685,2024-05-01,41,149,R008,7,14.9,0.22,11.62,10.84,81.34,5.46
42686,2024-11-23,6,96,R008,15,4.79,0.13,4.17,3.09,62.55,16.2
42687,2024-10-26,30,92,R002,12,14.28,0.16,12.0,8.79,144.0,38.52
42688,2024-07-20,44,91,R008,15,8.88,0.19,7.19,5.42,107.85,26.55
42689,2024-05-03,33,56,R013,9,16.43,0.07,15.28,9.57,137.52,51.39
42690,2024-08-13,5,29,R006,1,11.96,0.17,9.93,9.07,9.93,0.86
42691,2024-09-03,10,176,R012,14,4.27,0.29,3.03,2.93,42.42,1.4
42692,2024-07-08,14,187,R003,4,7.9,0.11,7.03,6.26,28.12,3.08
42693,2024-05-30,27,51,R015,7,13.96,0.05,13.26,9.51,92.82,26.25
42694,2024-06-24,23,185,R008,10,1.94,0.17,1.61,1.53,16.1,0.8
42695,2024-09-16,33,23,R002,10,16.43,0.18,13.47,9.57,134.7,39.0
42696,2024-11-11,29,163,R010,5,9.26,0.03,8.98,6.9,44.9,10.4
42697,2024-08-15,38,152,R009,18,19.39,0.13,16.87,15.47,303.66,25.2
42698,2024-10-12,1,134,R014,4,9.34,0.13,8.13,6.16,32.52,7.88
42699,2024-01-24,29,186,R003,15,9.26,0.05,8.8,6.9,132.0,28.5
42700,2024-07-27,33,147,R008,4,16.43,0.02,16.1,9.57,64.4,26.12
42701,2024-02-03,26,66,R015,18,18.13,0.08,16.68,9.53,300.24,128.7
42702,2024-03-27,10,196,R006,15,4.27,0.01,4.23,2.93,63.45,19.5
42703,2024-04-27,28,26,R012,6,16.39,0.06,15.41,9.54,92.46,35.22
42704,2024-11-24,26,192,R009,4,18.13,0.09,16.5,9.53,66.0,27.88
42705,2024-02-09,45,189,R013,9,18.5,0.11,16.46,14.7,148.14,15.84
42706,2024-02-02,33,198,R008,4,16.43,0.08,15.12,9.57,60.48,22.2
42707,2024-01-11,3,187,R003,3,19.65,0.11,17.49,12.76,52.47,14.19
42708,2024-03-06,43,139,R001,8,8.28,0.07,7.7,6.51,61.6,9.52
42709,2024-09-30,14,42,R014,3,7.9,0.09,7.19,6.26,21.57,2.79
42710,2024-11-01,44,117,R003,2,8.88,0.07,8.26,5.42,16.52,5.68
42711,2024-09-13,27,3,R005,5,13.96,0.22,10.89,9.51,54.45,6.9
42712,2024-11-30,4,13,R011,13,5.3,0.19,4.29,2.71,55.77,20.54
42713,2024-05-26,16,167,R002,19,3.2,0.03,3.1,2.13,58.9,18.43
42714,2024-02-08,30,194,R010,7,14.28,0.13,12.42,8.79,86.94,25.41
42715,2024-04-04,32,102,R004,2,6.3,0.23,4.85,4.76,9.7,0.18
42716,2024-10-08,12,185,R008,12,19.54,0.28,14.07,10.1,168.84,47.64
42717,2024-04-21,22,181,R011,12,16.29,0.27,11.89,12.97,142.68,-12.96
42718,2024-11-01,44,30,R011,6,8.88,0.24,6.75,5.42,40.5,7.98
42719,2024-02-29,30,35,R003,1,14.28,0.07,13.28,8.79,13.28,4.49
42720,2024-04-08,50,30,R011,4,11.33,0.13,9.86,6.34,39.44,14.08
42721,2024-09-23,37,14,R007,8,7.55,0.28,5.44,4.08,43.52,10.88
42722,2024-03-10,44,12,R014,16,8.88,0.22,6.93,5.42,110.88,24.16
42723,2024-05-12,10,21,R005,7,4.27,0.23,3.29,2.93,23.03,2.52
42724,2024-07-17,6,171,R001,17,4.79,0.29,3.4,3.09,57.8,5.27
42725,2024-09-11,19,116,R003,1,9.36,0.29,6.65,5.52,6.65,1.13
42726,2024-01-15,12,106,R013,3,19.54,0.02,19.15,10.1,57.45,27.15
42727,2024-10-15,49,126,R002,3,9.33,0.25,7.0,6.59,21.0,1.23
42728,2024-01-22,18,36,R014,12,16.55,0.06,15.56,12.72,186.72,34.08
42729,2024-06-07,37,134,R014,11,7.55,0.27,5.51,4.08,60.61,15.73
42730,2024-05-05,41,56,R013,11,14.9,0.27,10.88,10.84,119.68,0.44
42731,2024-01-08,20,26,R012,18,13.18,0.1,11.86,7.9,213.48,71.28
42732,2024-12-29,6,198,R008,3,4.79,0.14,4.12,3.09,12.36,3.09
42733,2024-11-05,49,7,R001,17,9.33,0.02,9.14,6.59,155.38,43.35
42734,2024-03-17,28,119,R007,10,16.39,0.1,14.75,9.54,147.5,52.1
42735,2024-12-06,26,163,R010,6,18.13,0.13,15.77,9.53,94.62,37.44
42736,2024-12-04,32,82,R006,7,6.3,0.19,5.1,4.76,35.7,2.38
42737,2024-07-02,33,80,R013,7,16.43,0.15,13.97,9.57,97.79,30.8
42738,2024-07-05,12,198,R008,12,19.54,0.29,13.87,10.1,166.44,45.24
42739,2024-08-13,12,120,R011,9,19.54,0.04,18.76,10.1,168.84,77.94
42740,2024-05-03,38,73,R010,18,19.39,0.12,17.06,15.47,307.08,28.62
42741,2024-12-10,46,11,R001,14,8.74,0.16,7.34,5.37,102.76,27.58
42742,2024-09-23,40,138,R012,19,8.53,0.01,8.44,6.25,160.36,41.61
42743,2024-09-22,11,139,R001,11,7.57,0.24,5.75,4.11,63.25,18.04
42744,2024-03-24,9,80,R013,20,18.15,0.21,14.34,12.03,286.8,46.2
42745,2024-02-24,36,30,R011,13,18.75,0.3,13.12,11.03,170.56,27.17
42746,2024-02-23,39,104,R014,7,15.28,0.01,15.13,11.88,105.91,22.75
42747,2024-11-10,50,26,R012,2,11.33,0.17,9.4,6.34,18.8,6.12
42748,2024-07-02,41,4,R010,18,14.9,0.17,12.37,10.84,222.66,27.54
42749,2024-05-02,3,186,R003,6,19.65,0.2,15.72,12.76,94.32,17.76
42750,2024-07-20,25,180,R013,18,10.38,0.09,9.45,7.34,170.1,37.98
42751,2024-07-14,33,152,R009,3,16.43,0.19,13.31,9.57,39.93,11.22
42752,2024-08-06,46,93,R003,10,8.74,0.2,6.99,5.37,69.9,16.2
42753,2024-02-19,5,185,R008,11,11.96,0.19,9.69,9.07,106.59,6.82
42754,2024-06-01,9,130,R002,20,18.15,0.06,17.06,12.03,341.2,100.6
42755,2024-04-22,17,126,R002,16,3.35,0.17,2.78,1.84,44.48,15.04
42756,2024-07-04,8,96,R008,9,9.38,0.17,7.79,6.29,70.11,13.5
42757,2024-05-08,10,35,R003,10,4.27,0.28,3.07,2.93,30.7,1.4
42758,2024-05-24,3,97,R009,18,19.65,0.09,17.88,12.76,321.84,92.16
42759,2024-01-10,43,191,R015,15,8.28,0.01,8.2,6.51,123.0,25.35
42760,2024-08-28,11,117,R003,1,7.57,0.03,7.34,4.11,7.34,3.23
42761,2024-12-25,8,179,R004,17,9.38,0.14,8.07,6.29,137.19,30.26
42762,2024-05-07,20,133,R013,19,13.18,0.15,11.2,7.9,212.8,62.7
42763,2024-02-13,43,157,R011,15,8.28,0.22,6.46,6.51,96.9,-0.75
42764,2024-11-10,16,104,R014,11,3.2,0.12,2.82,2.13,31.02,7.59
42765,2024-10-12,40,51,R015,2,8.53,0.03,8.27,6.25,16.54,4.04
42766,2024-09-19,5,95,R004,15,11.96,0.14,10.29,9.07,154.35,18.3
42767,2024-10-15,14,128,R005,12,7.9,0.19,6.4,6.26,76.8,1.68
42768,2024-09-27,15,39,R009,5,2.9,0.24,2.2,1.86,11.0,1.7
42769,2024-02-12,17,87,R015,20,3.35,0.24,2.55,1.84,51.0,14.2
42770,2024-07-03,14,64,R005,3,7.9,0.1,7.11,6.26,21.33,2.55
42771,2024-09-26,17,74,R002,19,3.35,0.14,2.88,1.84,54.72,19.76
42772,2024-12-17,48,35,R003,14,15.4,0.17,12.78,11.45,178.92,18.62
42773,2024-06-30,14,32,R009,7,7.9,0.14,6.79,6.26,47.53,3.71
42774,2024-11-16,29,111,R003,11,9.26,0.16,7.78,6.9,85.58,9.68
42775,2024-02-28,41,199,R003,13,14.9,0.25,11.18,10.84,145.34,4.42
42776,2024-11-17,13,88,R014,9,16.48,0.21,13.02,11.64,117.18,12.42
42777,2024-12-13,1,137,R011,15,9.34,0.17,7.75,6.16,116.25,23.85
42778,2024-04-11,25,171,R001,10,10.38,0.17,8.62,7.34,86.2,12.8
42779,2024-07-01,34,90,R012,11,15.16,0.2,12.13,9.38,133.43,30.25
42780,2024-11-23,42,8,R006,5,9.32,0.05,8.85,4.77,44.25,20.4
42781,2024-09-03,19,34,R011,3,9.36,0.17,7.77,5.52,23.31,6.75
42782,2024-03-21,31,68,R001,2,12.98,0.04,12.46,10.34,24.92,4.24
42783,2024-10-01,22,41,R011,16,16.29,0.1,14.66,12.97,234.56,27.04
42784,2024-10-28,50,177,R001,5,11.33,0.02,11.1,6.34,55.5,23.8
42785,2024-03-29,5,166,R006,19,11.96,0.1,10.76,9.07,204.44,32.11
42786,2024-02-14,42,82,R006,13,9.32,0.13,8.11,4.77,105.43,43.42
42787,2024-02-28,10,133,R013,4,4.27,0.02,4.18,2.93,16.72,5.0
42788,2024-08-13,7,137,R011,10,16.28,0.29,11.56,10.75,115.6,8.1
42789,2024-06-19,32,170,R008,9,6.3,0.13,5.48,4.76,49.32,6.48
42790,2024-11-12,41,133,R013,8,14.9,0.07,13.86,10.84,110.88,24.16
42791,2024-07-16,16,118,R009,10,3.2,0.27,2.34,2.13,23.4,2.1
42792,2024-09-09,8,75,R013,9,9.38,0.23,7.22,6.29,64.98,8.37
42793,2024-02-06,13,178,R009,16,16.48,0.22,12.85,11.64,205.6,19.36
42794,2024-11-20,23,24,R005,12,1.94,0.14,1.67,1.53,20.04,1.68
42795,2024-05-19,25,149,R008,11,10.38,0.01,10.28,7.34,113.08,32.34
42796,2024-10-14,24,54,R009,16,13.61,0.08,12.52,9.85,200.32,42.72
42797,2024-10-06,25,162,R006,10,10.38,0.13,9.03,7.34,90.3,16.9
42798,2024-06-19,21,104,R014,13,7.75,0.2,6.2,5.48,80.6,9.36
42799,2024-03-30,27,19,R014,6,13.96,0.02,13.68,9.51,82.08,25.02
42800,2024-08-11,2,59,R003,10,9.72,0.02,9.53,5.5,95.3,40.3
42801,2024-12-14,32,145,R008,2,6.3,0.11,5.61,4.76,11.22,1.7
42802,2024-03-17,20,158,R003,20,13.18,0.14,11.33,7.9,226.6,68.6
42803,2024-07-19,23,80,R013,15,1.94,0.26,1.44,1.53,21.6,-1.35
42804,2024-04-09,43,28,R013,8,8.28,0.29,5.88,6.51,47.04,-5.04
42805,2024-04-25,23,49,R002,6,1.94,0.29,1.38,1.53,8.28,-0.9
42806,2024-06-21,13,26,R012,3,16.48,0.1,14.83,11.64,44.49,9.57
42807,2024-01-15,12,175,R007,1,19.54,0.15,16.61,10.1,16.61,6.51
42808,2024-10-20,21,28,R013,17,7.75,0.03,7.52,5.48,127.84,34.68
42809,2024-12-11,22,15,R005,13,16.29,0.29,11.57,12.97,150.41,-18.2
42810,2024-09-01,14,10,R014,11,7.9,0.22,6.16,6.26,67.76,-1.1
42811,2024-11-06,11,174,R003,16,7.57,0.2,6.06,4.11,96.96,31.2
42812,2024-03-02,17,98,R008,10,3.35,0.09,3.05,1.84,30.5,12.1
42813,2024-08-16,48,168,R015,11,15.4,0.04,14.78,11.45,162.58,36.63
42814,2024-03-07,8,129,R010,2,9.38,0.28,6.75,6.29,13.5,0.92
42815,2024-08-14,44,196,R006,16,8.88,0.13,7.73,5.42,123.68,36.96
42816,2024-04-01,48,178,R009,18,15.4,0.02,15.09,11.45,271.62,65.52
42817,2024-03-16,47,186,R003,8,7.98,0.23,6.14,6.25,49.12,-0.88
42818,2024-01-10,42,24,R005,14,9.32,0.28,6.71,4.77,93.94,27.16
42819,2024-03-07,29,175,R007,18,9.26,0.14,7.96,6.9,143.28,19.08
42820,2024-12-01,27,179,R004,13,13.96,0.2,11.17,9.51,145.21,21.58
42821,2024-12-20,26,76,R006,15,18.13,0.12,15.95,9.53,239.25,96.3
42822,2024-04-10,29,44,R006,13,9.26,0.27,6.76,6.9,87.88,-1.82
42823,2024-10-10,47,108,R005,4,7.98,0.13,6.94,6.25,27.76,2.76
42824,2024-10-10,40,72,R010,2,8.53,0.29,6.06,6.25,12.12,-0.38
42825,2024-06-11,36,92,R002,11,18.75,0.18,15.38,11.03,169.18,47.85
42826,2024-08-12,7,97,R009,13,16.28,0.24,12.37,10.75,160.81,21.06
42827,2024-10-26,15,105,R013,7,2.9,0.14,2.49,1.86,17.43,4.41
42828,2024-03-20,3,126,R002,13,19.65,0.04,18.86,12.76,245.18,79.3
42829,2024-08-07,27,142,R009,12,13.96,0.15,11.87,9.51,142.44,28.32
42830,2024-02-15,25,121,R001,13,10.38,0.06,9.76,7.34,126.88,31.46
42831,2024-12-16,33,16,R007,1,16.43,0.23,12.65,9.57,12.65,3.08
42832,2024-02-27,37,5,R003,18,7.55,0.11,6.72,4.08,120.96,47.52
42833,2024-09-16,22,25,R002,17,16.29,0.28,11.73,12.97,199.41,-21.08
42834,2024-01-01,4,48,R010,1,5.3,0.2,4.24,2.71,4.24,1.53
42835,2024-02-14,7,190,R014,11,16.28,0.09,14.81,10.75,162.91,44.66
42836,2024-12-18,25,68,R001,16,10.38,0.0,10.38,7.34,166.08,48.64
42837,2024-08-24,37,21,R005,15,7.55,0.12,6.64,4.08,99.6,38.4
42838,2024-08-03,2,10,R014,1,9.72,0.1,8.75,5.5,8.75,3.25
42839,2024-01-31,6,120,R011,13,4.79,0.09,4.36,3.09,56.68,16.51
42840,2024-12-13,7,188,R012,4,16.28,0.03,15.79,10.75,63.16,20.16
42841,2024-08-13,40,125,R015,5,8.53,0.19,6.91,6.25,34.55,3.3
42842,2024-10-19,26,127,R013,8,18.13,0.16,15.23,9.53,121.84,45.6
42843,2024-11-20,14,35,R003,1,7.9,0.17,6.56,6.26,6.56,0.3
42844,2024-11-11,20,195,R004,19,13.18,0.01,13.05,7.9,247.95,97.85
42845,2024-01-14,23,2,R010,12,1.94,0.19,1.57,1.53,18.84,0.48
42846,2024-05-04,5,140,R011,8,11.96,0.27,8.73,9.07,69.84,-2.72
42847,2024-02-15,7,140,R011,6,16.28,0.14,14.0,10.75,84.0,19.5
42848,2024-04-06,13,154,R004,16,16.48,0.3,11.54,11.64,184.64,-1.6
42849,2024-03-01,4,89,R006,14,5.3,0.21,4.19,2.71,58.66,20.72
42850,2024-04-11,49,198,R008,1,9.33,0.13,8.12,6.59,8.12,1.53
42851,2024-03-23,26,92,R002,9,18.13,0.11,16.14,9.53,145.26,59.49
42852,2024-03-21,47,170,R008,14,7.98,0.1,7.18,6.25,100.52,13.02
42853,2024-07-31,21,124,R005,2,7.75,0.15,6.59,5.48,13.18,2.22
42854,2024-07-20,36,33,R013,11,18.75,0.26,13.88,11.03,152.68,31.35
42855,2024-06-04,34,133,R013,18,15.16,0.29,10.76,9.38,193.68,24.84
42856,2024-11-12,20,168,R015,10,13.18,0.01,13.05,7.9,130.5,51.5
42857,2024-04-24,50,130,R002,8,11.33,0.21,8.95,6.34,71.6,20.88
42858,2024-02-19,35,147,R008,17,2.26,0.28,1.63,1.21,27.71,7.14
42859,2024-03-12,35,72,R010,12,2.26,0.23,1.74,1.21,20.88,6.36
42860,2024-09-10,8,138,R012,15,9.38,0.08,8.63,6.29,129.45,35.1
42861,2024-04-12,17,48,R010,18,3.35,0.17,2.78,1.84,50.04,16.92
42862,2024-05-18,45,15,R005,5,18.5,0.06,17.39,14.7,86.95,13.45
42863,2024-05-31,13,16,R007,3,16.48,0.14,14.17,11.64,42.51,7.59
42864,2024-12-15,46,2,R010,16,8.74,0.03,8.48,5.37,135.68,49.76
42865,2024-01-08,24,143,R015,14,13.61,0.04,13.07,9.85,182.98,45.08
42866,2024-04-07,3,148,R003,9,19.65,0.03,19.06,12.76,171.54,56.7
42867,2024-04-15,27,6,R009,3,13.96,0.15,11.87,9.51,35.61,7.08
42868,2024-07-15,40,107,R005,5,8.53,0.12,7.51,6.25,37.55,6.3
42869,2024-04-27,39,33,R013,16,15.28,0.21,12.07,11.88,193.12,3.04
42870,2024-03-28,17,104,R014,20,3.35,0.05,3.18,1.84,63.6,26.8
42871,2024-08-12,30,157,R011,1,14.28,0.11,12.71,8.79,12.71,3.92
42872,2024-04-30,15,41,R011,20,2.9,0.03,2.81,1.86,56.2,19.0
42873,2024-02-25,44,20,R013,5,8.88,0.3,6.22,5.42,31.1,4.0
42874,2024-12-24,5,176,R012,9,11.96,0.25,8.97,9.07,80.73,-0.9
42875,2024-03-28,19,9,R009,16,9.36,0.29,6.65,5.52,106.4,18.08
42876,2024-05-19,32,103,R001,4,6.3,0.15,5.36,4.76,21.44,2.4
42877,2024-05-26,20,106,R013,4,13.18,0.2,10.54,7.9,42.16,10.56
42878,2024-07-22,11,195,R004,18,7.57,0.05,7.19,4.11,129.42,55.44
42879,2024-02-27,20,172,R009,7,13.18,0.26,9.75,7.9,68.25,12.95
42880,2024-07-18,26,90,R012,5,18.13,0.06,17.04,9.53,85.2,37.55
42881,2024-03-19,2,34,R011,19,9.72,0.08,8.94,5.5,169.86,65.36
42882,2024-03-21,32,96,R008,17,6.3,0.01,6.24,4.76,106.08,25.16
42883,2024-06-14,15,139,R001,4,2.9,0.19,2.35,1.86,9.4,1.96
42884,2024-02-15,21,89,R006,6,7.75,0.1,6.98,5.48,41.88,9.0
42885,2024-03-25,16,183,R012,12,3.2,0.02,3.14,2.13,37.68,12.12
42886,2024-06-06,46,143,R015,2,8.74,0.06,8.22,5.37,16.44,5.7
42887,2024-05-30,15,96,R008,20,2.9,0.1,2.61,1.86,52.2,15.0
42888,2024-10-27,12,82,R006,17,19.54,0.09,17.78,10.1,302.26,130.56
42889,2024-09-15,6,13,R011,14,4.79,0.13,4.17,3.09,58.38,15.12
42890,2024-06-11,45,9,R009,5,18.5,0.03,17.94,14.7,89.7,16.2
42891,2024-08-01,23,178,R009,15,1.94,0.19,1.57,1.53,23.55,0.6
42892,2024-07-31,25,105,R013,20,10.38,0.26,7.68,7.34,153.6,6.8
42893,2024-05-20,17,133,R013,5,3.35,0.03,3.25,1.84,16.25,7.05
42894,2024-09-08,38,142,R009,4,19.39,0.24,14.74,15.47,58.96,-2.92
42895,2024-08-21,34,193,R016,2,15.16,0.09,13.8,9.38,27.6,8.84
42896,2024-04-30,20,172,R009,12,13.18,0.11,11.73,7.9,140.76,45.96
42897,2024-04-11,46,173,R016,8,8.74,0.08,8.04,5.37,64.32,21.36
42898,2024-07-30,34,112,R010,2,15.16,0.11,13.49,9.38,26.98,8.22
42899,2024-06-25,49,69,R001,8,9.33,0.0,9.33,6.59,74.64,21.92
42900,2024-10-13,43,135,R015,14,8.28,0.19,6.71,6.51,93.94,2.8
42901,2024-04-02,18,154,R004,10,16.55,0.09,15.06,12.72,150.6,23.4
42902,2024-08-17,9,32,R009,1,18.15,0.02,17.79,12.03,17.79,5.76
42903,2024-04-25,27,48,R010,2,13.96,0.17,11.59,9.51,23.18,4.16
42904,2024-10-22,34,108,R005,14,15.16,0.14,13.04,9.38,182.56,51.24
42905,2024-10-16,29,126,R002,10,9.26,0.3,6.48,6.9,64.8,-4.2
42906,2024-06-08,24,111,R003,10,13.61,0.17,11.3,9.85,113.0,14.5
42907,2024-10-23,42,13,R011,8,9.32,0.01,9.23,4.77,73.84,35.68
42908,2024-04-08,9,135,R015,10,18.15,0.15,15.43,12.03,154.3,34.0
42909,2024-07-03,3,110,R003,2,19.65,0.06,18.47,12.76,36.94,11.42
42910,2024-12-16,22,141,R008,11,16.29,0.24,12.38,12.97,136.18,-6.49
42911,2024-09-15,6,42,R014,13,4.79,0.25,3.59,3.09,46.67,6.5
42912,2024-08-13,26,50,R005,16,18.13,0.23,13.96,9.53,223.36,70.88
42913,2024-03-23,45,13,R011,20,18.5,0.05,17.58,14.7,351.6,57.6
42914,2024-11-03,22,92,R002,6,16.29,0.02,15.96,12.97,95.76,17.94
42915,2024-03-27,5,164,R012,18,11.96,0.02,11.72,9.07,210.96,47.7
42916,2024-07-26,25,108,R005,17,10.38,0.21,8.2,7.34,139.4,14.62
42917,2024-10-17,49,96,R008,19,9.33,0.23,7.18,6.59,136.42,11.21
42918,2024-02-07,35,83,R001,13,2.26,0.14,1.94,1.21,25.22,9.49
42919,2024-06-03,21,68,R001,15,7.75,0.05,7.36,5.48,110.4,28.2
42920,2024-04-30,20,62,R001,15,13.18,0.26,9.75,7.9,146.25,27.75
42921,2024-07-10,13,7,R001,6,16.48,0.21,13.02,11.64,78.12,8.28
42922,2024-12-26,16,112,R010,1,3.2,0.1,2.88,2.13,2.88,0.75
42923,2024-10-13,31,118,R009,15,12.98,0.17,10.77,10.34,161.55,6.45
42924,2024-10-04,11,59,R003,8,7.57,0.2,6.06,4.11,48.48,15.6
42925,2024-06-09,41,7,R001,16,14.9,0.09,13.56,10.84,216.96,43.52
42926,2024-08-25,32,195,R004,3,6.3,0.13,5.48,4.76,16.44,2.16
42927,2024-04-10,9,118,R009,7,18.15,0.07,16.88,12.03,118.16,33.95
42928,2024-04-26,34,117,R003,16,15.16,0.09,13.8,9.38,220.8,70.72
42929,2024-11-04,44,130,R002,1,8.88,0.13,7.73,5.42,7.73,2.31
42930,2024-08-28,7,27,R010,20,16.28,0.21,12.86,10.75,257.2,42.2
42931,2024-10-28,18,149,R008,15,16.55,0.16,13.9,12.72,208.5,17.7
42932,2024-01-13,32,108,R005,5,6.3,0.25,4.72,4.76,23.6,-0.2
42933,2024-08-26,18,33,R013,13,16.55,0.18,13.57,12.72,176.41,11.05
42934,2024-04-10,1,200,R010,18,9.34,0.16,7.85,6.16,141.3,30.42
42935,2024-04-19,43,179,R004,15,8.28,0.12,7.29,6.51,109.35,11.7
42936,2024-08-19,14,30,R011,10,7.9,0.16,6.64,6.26,66.4,3.8
42937,2024-11-24,6,182,R005,5,4.79,0.09,4.36,3.09,21.8,6.35
42938,2024-11-05,39,142,R009,19,15.28,0.03,14.82,11.88,281.58,55.86
42939,2024-04-07,35,93,R003,5,2.26,0.11,2.01,1.21,10.05,4.0
42940,2024-03-06,50,33,R013,16,11.33,0.21,8.95,6.34,143.2,41.76
42941,2024-07-29,37,1,R009,5,7.55,0.05,7.17,4.08,35.85,15.45
42942,2024-12-24,3,140,R011,5,19.65,0.25,14.74,12.76,73.7,9.9
42943,2024-01-26,44,8,R006,19,8.88,0.04,8.52,5.42,161.88,58.9
42944,2024-01-12,34,5,R003,17,15.16,0.03,14.71,9.38,250.07,90.61
42945,2024-04-30,9,99,R009,8,18.15,0.14,15.61,12.03,124.88,28.64
42946,2024-08-01,46,82,R006,18,8.74,0.19,7.08,5.37,127.44,30.78
42947,2024-10-14,45,42,R014,5,18.5,0.19,14.99,14.7,74.95,1.45
42948,2024-03-07,39,124,R005,7,15.28,0.27,11.15,11.88,78.05,-5.11
42949,2024-09-14,16,178,R009,15,3.2,0.22,2.5,2.13,37.5,5.55
42950,2024-08-02,44,96,R008,17,8.88,0.2,7.1,5.42,120.7,28.56
42951,2024-02-01,43,64,R005,14,8.28,0.23,6.38,6.51,89.32,-1.82
42952,2024-10-20,27,63,R016,15,13.96,0.28,10.05,9.51,150.75,8.1
42953,2024-07-21,35,199,R003,8,2.26,0.12,1.99,1.21,15.92,6.24
42954,2024-02-15,29,22,R006,12,9.26,0.1,8.33,6.9,99.96,17.16
42955,2024-01-16,35,58,R001,3,2.26,0.12,1.99,1.21,5.97,2.34
42956,2024-10-31,35,177,R001,20,2.26,0.28,1.63,1.21,32.6,8.4
42957,2024-09-02,47,197,R009,2,7.98,0.3,5.59,6.25,11.18,-1.32
42958,2024-06-18,50,142,R009,14,11.33,0.2,9.06,6.34,126.84,38.08
42959,2024-07-10,38,104,R014,11,19.39,0.27,14.15,15.47,155.65,-14.52
42960,2024-05-01,44,182,R005,5,8.88,0.26,6.57,5.42,32.85,5.75
42961,2024-03-02,31,93,R003,10,12.98,0.11,11.55,10.34,115.5,12.1
42962,2024-04-18,45,40,R005,16,18.5,0.02,18.13,14.7,290.08,54.88
42963,2024-06-15,33,115,R007,1,16.43,0.29,11.67,9.57,11.67,2.1
42964,2024-12-14,37,72,R010,8,7.55,0.06,7.1,4.08,56.8,24.16
42965,2024-08-01,12,95,R004,1,19.54,0.3,13.68,10.1,13.68,3.58
42966,2024-11-01,19,179,R004,9,9.36,0.19,7.58,5.52,68.22,18.54
42967,2024-08-01,37,117,R003,6,7.55,0.13,6.57,4.08,39.42,14.94
42968,2024-10-31,13,34,R011,8,16.48,0.01,16.32,11.64,130.56,37.44
42969,2024-11-05,16,86,R016,17,3.2,0.16,2.69,2.13,45.73,9.52
42970,2024-05-23,39,67,R002,8,15.28,0.08,14.06,11.88,112.48,17.44
42971,2024-05-06,30,12,R014,5,14.28,0.24,10.85,8.79,54.25,10.3
42972,2024-06-14,32,96,R008,19,6.3,0.05,5.98,4.76,113.62,23.18
42973,2024-02-17,40,20,R013,15,8.53,0.04,8.19,6.25,122.85,29.1
42974,2024-05-12,13,118,R009,15,16.48,0.1,14.83,11.64,222.45,47.85
42975,2024-06-04,47,123,R004,4,7.98,0.19,6.46,6.25,25.84,0.84
42976,2024-06-16,29,183,R012,18,9.26,0.27,6.76,6.9,121.68,-2.52
42977,2024-05-02,13,6,R009,20,16.48,0.18,13.51,11.64,270.2,37.4
42978,2024-06-04,41,63,R016,9,14.9,0.08,13.71,10.84,123.39,25.83
42979,2024-02-22,41,13,R011,17,14.9,0.23,11.47,10.84,194.99,10.71
42980,2024-07-27,5,55,R014,16,11.96,0.17,9.93,9.07,158.88,13.76
42981,2024-08-21,1,57,R006,1,9.34,0.28,6.72,6.16,6.72,0.56
42982,2024-08-27,45,133,R013,16,18.5,0.16,15.54,14.7,248.64,13.44
42983,2024-12-21,42,172,R009,3,9.32,0.02,9.13,4.77,27.39,13.08
42984,2024-01-27,36,139,R001,10,18.75,0.05,17.81,11.03,178.1,67.8
42985,2024-06-20,33,74,R002,2,16.43,0.04,15.77,9.57,31.54,12.4
42986,2024-09-20,45,148,R003,17,18.5,0.17,15.35,14.7,260.95,11.05
42987,2024-06-04,13,42,R014,11,16.48,0.05,15.66,11.64,172.26,44.22
42988,2024-06-12,22,178,R009,1,16.29,0.1,14.66,12.97,14.66,1.69
42989,2024-06-10,35,101,R010,9,2.26,0.02,2.21,1.21,19.89,9.0
42990,2024-05-18,37,167,R002,20,7.55,0.15,6.42,4.08,128.4,46.8
42991,2024-04-10,24,155,R010,9,13.61,0.07,12.66,9.85,113.94,25.29
42992,2024-03-30,18,117,R003,13,16.55,0.04,15.89,12.72,206.57,41.21
